sample_id,stratum,title,author,year,isbn,gr_book_id,gr_work_id,gr_title,gr_author,gr_year,gr_ratings,resolve_method,resolve_confidence,resolve_notes,pages_fetched,quotes_raw,quotes_dedup,fetched_at
top2021:APPLES NEVER FALL|Liane Moriarty,top2021,APPLES NEVER FALL,Liane Moriarty,2021,9781250220257,56143578,87454091,Apples Never Fall,Liane Moriarty,2021,457436,isbn,high,,3,80,80,2026-08-06T21:05:04
top2021:STATE OF TERROR|Hillary Rodham Clinton and Lou,top2021,STATE OF TERROR,Hillary Rodham Clinton and Louise Penny,2021,9781982173678,56898262,89502697,State of Terror,Hillary Rodham Clinton,2021,86223,isbn,high,,1,20,20,2026-08-06T21:05:04
top2021:KLARA AND THE SUN|Kazuo Ishiguro,top2021,KLARA AND THE SUN,Kazuo Ishiguro,2021,9780593318171,54120408,84460796,Klara and the Sun,Kazuo Ishiguro,2021,468255,isbn,high,,3,61,61,2026-08-06T21:05:04
top2021:GO TELL THE BEES THAT I AM GONE|Diana Gabaldon,top2021,GO TELL THE BEES THAT I AM GONE,Diana Gabaldon,2021,9781101885680,57699848,41817159,Go Tell the Bees That I Am Gone,Diana Gabaldon,2021,97968,isbn,high,,1,25,25,2026-08-06T21:05:04
top2021:CALL US WHAT WE CARRY|Amanda Gorman,top2021,CALL US WHAT WE CARRY,Amanda Gorman,2021,9780593465066,56805404,88721681,Call Us What We Carry,Amanda Gorman,2021,27129,isbn,high,,1,26,26,2026-08-06T21:05:04
top2021:HARLEM SHUFFLE|Colson Whitehead,top2021,HARLEM SHUFFLE,Colson Whitehead,2021,9780385545136,54626223,85227984,Harlem Shuffle,Colson Whitehead,2021,84332,isbn,high,,3,73,73,2026-08-06T21:05:04
top2021:A GAMBLING MAN|David Baldacci,top2021,A GAMBLING MAN,David Baldacci,2021,9781538719671,54592511,84789102,A Gambling Man,David Baldacci,2021,47045,isbn,high,,1,11,11,2026-08-06T21:05:04
"top2021:BEAUTIFUL WORLD, WHERE ARE YOU|Sally Rooney",top2021,"BEAUTIFUL WORLD, WHERE ARE YOU",Sally Rooney,2021,9780374602604,75555793,88516904,"Beautiful World, Where Are You",Sally Rooney,2021,515144,isbn,high,,3,68,68,2026-08-06T21:05:04
top2021:THE MAIDENS|Alex Michaelides,top2021,THE MAIDENS,Alex Michaelides,2021,9781250304452,45300567,70020242,The Maidens,Alex Michaelides,2021,464183,isbn,high,,3,57,57,2026-08-06T21:05:04
top2021:THE LOST APOTHECARY|Sarah Penner,top2021,THE LOST APOTHECARY,Sarah Penner,2021,9780778311010,53288434,74516135,The Lost Apothecary,Sarah Penner,2021,520694,isbn,high,,1,25,25,2026-08-06T21:05:04
top2021:A COURT OF SILVER FLAMES|Sarah J. Maas,top2021,A COURT OF SILVER FLAMES,Sarah J. Maas,2021,9781681196282,53138095,51666936,A ​Court of Silver Flames,Sarah J. Maas,2021,2257241,isbn,high,,1,26,26,2026-08-06T21:05:04
top2021:LIFE AFTER DEATH|Sister Souljah,top2021,LIFE AFTER DEATH,Sister Souljah,2021,9781982139131,54304128,84736752,Life After Death,Sister Souljah,2021,4314,isbn,high,,1,8,8,2026-08-06T21:05:04
top2021:WIN|Harlan Coben,top2021,WIN,Harlan Coben,2021,9781538748213,53916157,82580621,Win,Harlan Coben,2021,81335,isbn,high,,1,18,18,2026-08-06T21:05:04
top2021:THE CELLIST|Daniel Silva,top2021,THE CELLIST,Daniel Silva,2021,9780062834867,55693186,84787002,The Cellist,Daniel Silva,2021,35593,isbn,high,,1,22,22,2026-08-06T21:05:04
top2022:LESSONS IN CHEMISTRY|Bonnie Garmus,top2022,LESSONS IN CHEMISTRY,Bonnie Garmus,2022,9780385547345,242528917,90356333,Lessons in Chemistry,Bonnie Garmus,2022,1882693,isbn,high,,3,74,74,2026-08-06T21:05:04
top2022:DEMON COPPERHEAD|Barbara Kingsolver,top2022,DEMON COPPERHEAD,Barbara Kingsolver,2022,9780063251922,60194162,94935539,Demon Copperhead,Barbara Kingsolver,2022,886459,isbn,high,,3,76,76,2026-08-06T21:05:04
top2022:REMARKABLY BRIGHT CREATURES|Shelby Van Pelt,top2022,REMARKABLY BRIGHT CREATURES,Shelby Van Pelt,2022,9780063204157,58733693,90375164,Remarkably Bright Creatures,Shelby Van Pelt,2022,1540665,isbn,high,,3,64,64,2026-08-06T21:05:04
"top2022:TOMORROW, AND TOMORROW, AND TOMORROW|Gabrielle Zevin",top2022,"TOMORROW, AND TOMORROW, AND TOMORROW",Gabrielle Zevin,2022,9780593321201,58784475,89167797,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,2022,1449921,isbn,high,,3,72,72,2026-08-06T21:05:04
top2022:FAIRY TALE|Stephen King,top2022,FAIRY TALE,Stephen King,2022,9781668002179,60177373,94912019,Fairy Tale,Stephen King,2022,354438,isbn,high,,1,24,24,2026-08-06T21:05:04
top2022:MAD HONEY|Jodi Picoult and Jennifer Finn,top2022,MAD HONEY,Jodi Picoult and Jennifer Finney Boylan,2022,9781984818386,59912428,94339228,Mad Honey,Jodi Picoult,2022,607545,isbn,high,,3,70,70,2026-08-06T21:05:04
top2022:THE PARIS APARTMENT|Lucy Foley,top2022,THE PARIS APARTMENT,Lucy Foley,2022,9780063003057,58468990,91789725,The Paris Apartment,Lucy Foley,2022,754996,isbn,high,,3,87,87,2026-08-06T21:05:04
top2022:THE BOYS FROM BILOXI|John Grisham,top2022,THE BOYS FROM BILOXI,John Grisham,2022,9780385548922,61065355,96316901,The Boys from Biloxi,John Grisham,2022,97677,isbn,high,,1,17,17,2026-08-06T21:05:04
"top2022:RUN, ROSE, RUN|Dolly Parton and James Patters",top2022,"RUN, ROSE, RUN",Dolly Parton and James Patterson,2022,9780759554344,58505877,91888499,"Run, Rose, Run",Dolly Parton,2022,144947,isbn,high,,1,23,23,2026-08-06T21:05:04
top2022:DREAMLAND|Nicholas Sparks,top2022,DREAMLAND,Nicholas Sparks,2022,9780593449554,60279823,164933392,Dreamland,Nicholas Sparks,2022,107396,isbn,high,,1,15,15,2026-08-06T21:05:04
